0.000000e+00	0.000000e+00	0.000000e+00
3.225806e-02	0.000000e+00	0.000000e+00
6.451613e-02	0.000000e+00	0.000000e+00
9.677419e-02	0.000000e+00	0.000000e+00
1.290323e-01	0.000000e+00	0.000000e+00
1.612903e-01	0.000000e+00	0.000000e+00
1.935484e-01	0.000000e+00	0.000000e+00
2.258065e-01	0.000000e+00	0.000000e+00
2.580645e-01	0.000000e+00	0.000000e+00
2.903226e-01	0.000000e+00	0.000000e+00
3.225806e-01	0.000000e+00	0.000000e+00
3.548387e-01	0.000000e+00	0.000000e+00
3.870968e-01	0.000000e+00	0.000000e+00
4.193548e-01	0.000000e+00	0.000000e+00
4.516129e-01	0.000000e+00	0.000000e+00
4.838710e-01	0.000000e+00	0.000000e+00
5.161290e-01	0.000000e+00	0.000000e+00
5.483871e-01	0.000000e+00	0.000000e+00
5.806452e-01	0.000000e+00	0.000000e+00
6.129032e-01	0.000000e+00	0.000000e+00
6.451613e-01	0.000000e+00	0.000000e+00
6.774194e-01	0.000000e+00	0.000000e+00
7.096774e-01	0.000000e+00	0.000000e+00
7.419355e-01	0.000000e+00	0.000000e+00
7.741935e-01	0.000000e+00	0.000000e+00
8.064516e-01	0.000000e+00	0.000000e+00
8.387097e-01	0.000000e+00	0.000000e+00
8.709677e-01	0.000000e+00	0.000000e+00
9.032258e-01	0.000000e+00	0.000000e+00
9.354839e-01	0.000000e+00	0.000000e+00
9.677419e-01	0.000000e+00	0.000000e+00
1.000000e+00	0.000000e+00	0.000000e+00

0.000000e+00	3.225806e-02	-1.011683e-01
3.225806e-02	3.225806e-02	-9.142596e-02
6.451613e-02	3.225806e-02	-8.262175e-02
9.677419e-02	3.225806e-02	-7.466536e-02
1.290323e-01	3.225806e-02	-6.747513e-02
1.612903e-01	3.225806e-02	-6.097729e-02
1.935484e-01	3.225806e-02	-5.510516e-02
2.258065e-01	3.225806e-02	-4.979848e-02
2.580645e-01	3.225806e-02	-4.500280e-02
2.903226e-01	3.225806e-02	-4.066891e-02
3.225806e-01	3.225806e-02	-3.675233e-02
3.548387e-01	3.225806e-02	-3.321289e-02
3.870968e-01	3.225806e-02	-3.001426e-02
4.193548e-01	3.225806e-02	-2.712361e-02
4.516129e-01	3.225806e-02	-2.451129e-02
4.838710e-01	3.225806e-02	-2.215048e-02
5.161290e-01	3.225806e-02	-2.001698e-02
5.483871e-01	3.225806e-02	-1.808887e-02
5.806452e-01	3.225806e-02	-1.634638e-02
6.129032e-01	3.225806e-02	-1.477162e-02
6.451613e-01	3.225806e-02	-1.334844e-02
6.774194e-01	3.225806e-02	-1.206223e-02
7.096774e-01	3.225806e-02	-1.089980e-02
7.419355e-01	3.225806e-02	-9.849219e-03
7.741935e-01	3.225806e-02	-8.899701e-03
