0.000000e+00	5.000312e-01
1.256637e-01	5.001227e-01
2.513274e-01	5.002689e-01
3.769911e-01	5.004605e-01
5.026548e-01	5.006855e-01
6.283185e-01	5.009296e-01
7.539822e-01	5.011777e-01
8.796459e-01	5.014140e-01
1.005310e+00	5.016236e-01
1.130973e+00	5.017935e-01
1.256637e+00	5.019128e-01
1.382301e+00	5.019742e-01
1.507964e+00	5.019737e-01
1.633628e+00	5.019113e-01
1.759292e+00	5.017911e-01
1.884956e+00	5.016205e-01
2.010619e+00	5.014102e-01
2.136283e+00	5.011736e-01
2.261947e+00	5.009255e-01
2.387610e+00	5.006816e-01
2.513274e+00	5.004570e-01
2.638938e+00	5.002661e-01
2.764602e+00	5.001208e-01
2.890265e+00	5.000302e-01
3.015929e+00	5.000000e-01
3.141593e+00	5.000322e-01
3.267256e+00	5.001247e-01
3.392920e+00	5.002717e-01
3.518584e+00	5.004640e-01
3.644247e+00	5.006894e-01
3.769911e+00	5.009337e-01
3.895575e+00	5.011817e-01
4.021239e+00	5.014177e-01
4.146902e+00	5.016268e-01
4.272566e+00	5.017959e-01
4.398230e+00	5.019143e-01
4.523893e+00	5.019747e-01
4.649557e+00	5.019731e-01
4.775221e+00	5.019098e-01
4.900885e+00	5.017886e-01
5.026548e+00	5.016173e-01
5.152212e+00	5.014065e-01
5.277876e+00	5.011696e-01
5.403539e+00	5.009214e-01
5.529203e+00	5.006777e-01
5.654867e+00	5.004536e-01
5.780530e+00	5.002633e-01
5.906194e+00	5.001188e-01
6.031858e+00	5.000292e-01
6.157522e+00	5.000000e-01
6.283185e+00	5.000332e-01
6.408849e+00	5.001267e-01
6.534513e+00	5.002745e-01
6.660176e+00	5.004674e-01
6.785840e+00	5.006933e-01
6.911504e+00	5.009378e-01
7.037168e+00	5.011857e-01
7.162831e+00	5.014214e-01
7.288495e+00	5.016299e-01
7.414159e+00	5.017983e-01
7.539822e+00	5.019158e-01
7.665486e+00	5.019752e-01
7.791150e+00	5.019726e-01
7.916813e+00	5.019082e-01
8.042477e+00	5.017862e-01
8.168141e+00	5.016141e-01
8.293805e+00	5.014028e-01
8.419468e+00	5.011656e-01
8.545132e+00	5.009174e-01
8.670796e+00	5.006738e-01
8.796459e+00	5.004501e-01
8.922123e+00	5.002605e-01
9.047787e+00	5.001169e-01
9.173451e+00	5.000282e-01
9.299114e+00	5.000001e-01
9.424778e+00	5.000343e-01
9.550442e+00	5.001287e-01
9.676105e+00	5.002774e-01
9.801769e+00	5.004709e-01
9.927433e+00	5.006972e-01
1.005310e+01	5.009419e-01
1.017876e+01	5.011897e-01
1.030442e+01	5.014251e-01
1.043009e+01	5.016330e-01
1.055575e+01	5.018006e-01
1.068142e+01	5.019173e-01
1.080708e+01	5.019756e-01
1.093274e+01	5.019720e-01
1.105841e+01	5.019067e-01
1.118407e+01	5.017837e-01
1.130973e+01	5.016109e-01
1.143540e+01	5.013991e-01
1.156106e+01	5.011615e-01
1.168672e+01	5.009133e-01
1.181239e+01	5.006699e-01
1.193805e+01	5.004467e-01
1.206372e+01	5.002578e-01
1.218938e+01	5.001149e-01
1.231504e+01	5.000272e-01
1.244071e+01	5.000001e-01
1.256637e+01	5.000354e-01
1.269203e+01	5.001308e-01
1.281770e+01	5.002802e-01
1.294336e+01	5.004744e-01
1.306903e+01	5.007011e-01
1.319469e+01	5.009460e-01
1.332035e+01	5.011938e-01
1.344602e+01	5.014287e-01
1.357168e+01	5.016362e-01
1.369734e+01	5.018030e-01
1.382301e+01	5.019187e-01
1.394867e+01	5.019761e-01
1.407434e+01	5.019714e-01
1.420000e+01	5.019051e-01
1.432566e+01	5.017813e-01
1.445133e+01	5.016077e-01
1.457699e+01	5.013953e-01
1.470265e+01	5.011575e-01
1.482832e+01	5.009092e-01
1.495398e+01	5.006660e-01
1.507964e+01	5.004433e-01
1.520531e+01	5.002550e-01
1.533097e+01	5.001130e-01
1.545664e+01	5.000263e-01
1.558230e+01	5.000002e-01
1.570796e+01	5.000365e-01
1.583363e+01	5.001328e-01
1.595929e+01	5.002831e-01
