0	0
0.0322581	-0.0156087
0.0645161	-0.0301769
0.0967742	-0.0437045
0.129032	-0.0561915
0.16129	-0.0676379
0.193548	-0.0780437
0.225806	-0.0874089
0.258065	-0.0957336
0.290323	-0.103018
0.322581	-0.109261
0.354839	-0.114464
0.387097	-0.118626
0.419355	-0.121748
0.451613	-0.123829
0.483871	-0.12487
0.516129	-0.12487
0.548387	-0.123829
0.580645	-0.121748
0.612903	-0.118626
0.645161	-0.114464
0.677419	-0.109261
0.709677	-0.103018
0.741935	-0.0957336
0.774194	-0.0874089
0.806452	-0.0780437
0.83871	-0.0676379
0.870968	-0.0561915
0.903226	-0.0437045
0.935484	-0.0301769
0.967742	-0.0156087
1	1.27963e-321
